,word1,word2,word3,count
5928,of,his,n/a,590
5929,want,to,n/a,599
5930,as,well,n/a,603
5931,the,most,n/a,606
5932,have,to,n/a,609
5933,the,company,n/a,609
5934,s,a,n/a,612
5935,a,lot,n/a,619
5936,i,m,n/a,619
5937,you,can,n/a,619
5938,to,get,n/a,631
5939,about,the,n/a,638
5940,we,are,n/a,639
5941,to,do,n/a,642
5942,to,make,n/a,647
5943,there,are,n/a,653
5944,into,the,n/a,655
5945,the,country,n/a,657
5946,they,are,n/a,661
5947,the,new,n/a,661
5948,to,have,n/a,674
5949,that,s,n/a,688
5950,have,a,n/a,688
5951,there,is,n/a,703
5952,part,of,n/a,706
5953,out,of,n/a,709
5954,one,of,the,724
5955,is,not,n/a,731
5956,on,a,n/a,748
5957,according,to,n/a,753
5958,would,be,n/a,758
5959,the,same,n/a,774
5960,was,a,n/a,776
5961,over,the,n/a,784
5962,if,you,n/a,785
5963,and,a,n/a,824
5964,this,is,n/a,833
5965,more,than,n/a,850
5966,the,world,n/a,881
5967,he,was,n/a,937
5968,to,a,n/a,971
5969,said,the,n/a,976
5970,for,a,n/a,1053
5971,do,nt,n/a,1069
5972,the,first,n/a,1091
5973,have,been,n/a,1103
5974,is,the,n/a,1109
5975,as,the,n/a,1113
5976,one,of,n/a,1158
5977,he,said,n/a,1194
5978,with,a,n/a,1248
5979,has,been,n/a,1250
5980,it,was,n/a,1343
5981,as,a,n/a,1521
5982,will,be,n/a,1527
5983,of,a,n/a,1534
5984,it,is,n/a,1546
5985,is,a,n/a,1652
5986,by,the,n/a,1661
5987,that,the,n/a,1846
5988,in,a,n/a,2068
5989,from,the,n/a,2069
5990,with,the,n/a,2134
5991,it,s,n/a,2235
5992,to,be,n/a,2527
5993,and,the,n/a,2592
5994,at,the,n/a,2750
5995,for,the,n/a,3215
5996,on,the,n/a,3509
5997,to,the,n/a,4331
5998,in,the,n/a,8259
5999,of,the,n/a,10694
